法人の名称フリガナ,法人の名称,ホームページアドレス,事業の種類
コウエキザイダンホウジンヒラツカシマチヅクリザイダン,公益財団法人平塚市まちづくり財団,http://www.hiratsukazaidan.jp/,"文化及び芸術の振興を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業"
コウエキザイダンホウジンマエバシシマチヅクリコウシャ,公益財団法人前橋市まちづくり公社,https://www.maebashi-cc.or.jp,"文化及び芸術の振興を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業"
コウエキザイダンホウジンマニワエスパスブンカシンコウザイダン,公益財団法人真庭エスパス文化振興財団,https://kuse-espace.jp/,"文化及び芸術の振興を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業"
コウエキザイダンホウジンミキチョウケンコウイキガイザイダン,公益財団法人三木町健康生きがい財団,http://www.sansankanmiki.jp,"文化及び芸術の振興を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業"
コウエキザイダンホウジンミナミウオヌマシブンカスポーツシンコウコウシャ,公益財団法人南魚沼市文化スポーツ振興公社,http://www.6bun.jp,"文化及び芸術の振興を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業"
コウエキザイダンホウジンミヨシキョウイクカイカン,公益財団法人三次教育会館,http://www.pionet.ne.jp/~m-kyouikukaikan,"文化及び芸術の振興を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業"
コウエキザイダンホウジンムナカタユリックス,公益財団法人宗像ユリックス,http://yurix.munakata.com,"文化及び芸術の振興を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業"
コウエキザイダンホウジンヤオシブンカシンコウジギョウダン,公益財団法人八尾市文化振興事業団,https://prismhall.jp/,"文化及び芸術の振興を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業"
コウエキザイダンホウジンワカヤマシブンカスポーツシンコウザイダン,公益財団法人和歌山市文化スポーツ振興財団,http://w-bunkasports.com/,"文化及び芸術の振興を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業"
コウエキシャダンホウジン　ニホンエンゲキコウギョウキョウカイ,公益社団法人日本演劇興行協会,http://www.enkokyo.or.jp,"文化及び芸術の振興を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業"
コウエキシャダンホウジンサイノウキョウイクケンキュウカイ,公益社団法人才能教育研究会,http://www.suzukimethod.or.jp,"文化及び芸術の振興を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業"
コウエキシャダンホウジンタマノシカンコウキョウカイ,公益社団法人玉野市観光協会,https://tamanokankou.com,"文化及び芸術の振興を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業"
コウエキザイダンホウジンタカサゴシシセツリヨウシンコウザイダン,公益財団法人高砂市施設利用振興財団,http://www.csg-zaidan.or.jp,"文化及び芸術の振興を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業"
コウエキシャダンホウジン　ニホンアロマカンキョウキョウカイ,公益社団法人日本アロマ環境協会,https://www.aromakankyo.or.jp,"文化及び芸術の振興を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業"
コウエキザイダンホウジンイトウシシンコウコウシャ,公益財団法人伊東市振興公社,http://www3.tokai.or.jp/itokaikan/,"文化及び芸術の振興を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業
地域社会の健全な発展を目的とする事業"
コウエキザイダンホウジンギョウダシサンギョウブンカスポーツイキイキザイダン,公益財団法人行田市産業・文化・スポーツいきいき財団,http://www.ikiiki-zaidan.or.jp/index.html,"文化及び芸術の振興を目的とする事業
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業
地域社会の健全な発展を目的とする事業"
